venda_id,cliente_id,veiculo_id,vendedor_id,data_venda,valor_venda,desconto_percentual,forma_pagamento,numero_parcelas,valor_entrada,status_venda
329,1674,4,7,2023-12-24,828087.43,2.64,Consórcio,60,0.0,Concluída
330,2000,6,2,2023-12-19,1023137.16,4.39,Consórcio,84,0.0,Concluída
331,1613,16,14,2023-03-22,1163372.0,2.57,Financiamento,48,333933.62,Cancelada
332,1485,8,1,2024-11-26,1267825.22,12.25,Financiamento,24,329403.49,Concluída
333,1046,26,15,2024-12-26,564194.37,7.24,Financiamento,24,166828.23,Concluída
334,971,5,12,2024-12-06,1485634.7,5.58,Consórcio,84,0.0,Concluída
335,1066,25,2,2023-12-11,699994.66,2.09,À vista,1,699994.66,Concluída
336,123,15,15,2023-11-05,1283917.9,9.69,Financiamento,60,341935.31,Concluída
337,1178,25,14,2023-06-27,662388.98,7.35,Financiamento,48,254307.2,Concluída
338,45,16,13,2024-08-25,1119908.24,6.21,À vista,1,1119908.24,Concluída
339,306,31,9,2024-01-08,861941.67,5.07,Financiamento,48,277611.96,Concluída
340,1399,10,1,2023-03-07,937578.43,1.76,Consórcio,84,0.0,Concluída
341,999,9,15,2024-05-02,562407.4,5.91,Financiamento,36,185149.46,Concluída
342,1906,26,12,2023-02-02,604276.74,0.65,Financiamento,24,177630.17,Concluída
343,48,26,2,2024-12-13,559085.24,8.08,Leasing,36,55908.52,Concluída
344,747,31,9,2024-11-16,880010.4,3.08,Financiamento,60,279239.18,Concluída
345,232,20,8,2023-12-13,1761381.86,5.09,Financiamento,48,576973.81,Concluída
346,899,25,2,2024-07-09,700709.6,1.99,Leasing,24,70070.96,Concluída
347,133,34,8,2024-10-01,619353.14,3.61,Leasing,36,61935.31,Concluída
348,664,19,7,2024-10-13,1028223.09,8.87,Consórcio,84,0.0,Concluída
349,1465,18,5,2024-04-17,867458.96,4.68,Leasing,48,86745.9,Concluída
350,773,29,12,2023-03-04,665037.03,6.92,Financiamento,60,190275.72,Concluída
351,1743,27,11,2024-05-28,496380.3,5.9,Financiamento,48,100120.22,Concluída
352,860,7,11,2024-07-11,2314597.92,0.89,Leasing,36,231459.79,Concluída
353,1285,4,2,2024-03-26,789898.1,7.13,Financiamento,12,236495.64,Concluída
354,262,37,3,2024-01-21,612783.56,0.82,À vista,1,612783.56,Concluída
355,898,20,15,2024-01-15,1599181.07,13.83,À vista,1,1599181.07,Concluída
356,392,14,3,2023-01-24,678047.87,3.02,Financiamento,60,241259.12,Concluída
357,1136,16,4,2023-06-17,1186775.56,0.61,Consórcio,72,0.0,Concluída
358,958,3,1,2023-06-11,972721.17,1.55,Financiamento,60,303003.61,Concluída
359,589,35,5,2023-08-22,744008.39,5.76,Consórcio,60,0.0,Concluída
360,599,19,8,2023-07-01,1020889.12,9.52,Financiamento,48,253012.01,Concluída
361,527,34,6,2023-07-17,614212.75,4.41,À vista,1,614212.75,Concluída
362,1650,6,5,2023-11-22,944804.73,11.71,Financiamento,48,225819.99,Concluída
363,1879,29,10,2024-12-08,677326.06,5.2,Consórcio,84,0.0,Concluída
364,103,15,7,2024-05-09,1402485.89,1.35,Consórcio,60,0.0,Concluída
365,1540,6,3,2023-09-01,1019498.77,4.73,À vista,1,1019498.77,Concluída
366,75,15,14,2023-06-02,1313488.81,7.61,À vista,1,1313488.81,Concluída
367,259,19,14,2023-11-20,1005318.53,10.9,Consórcio,84,0.0,Concluída
368,831,30,12,2023-12-23,923899.93,1.07,Financiamento,12,189605.03,Concluída
369,1612,10,10,2023-02-28,933188.31,2.22,Leasing,48,93318.83,Concluída
370,605,34,4,2023-12-13,610550.22,4.98,Financiamento,60,240016.45,Concluída
371,1259,10,2,2023-07-04,903793.54,5.3,Financiamento,24,321179.72,Concluída
372,257,16,9,2024-11-10,1187014.37,0.59,Leasing,36,118701.44,Concluída
373,1756,26,9,2023-08-21,593024.48,2.5,Consórcio,72,0.0,Concluída
374,1770,24,15,2024-03-25,437424.96,4.34,Financiamento,48,151733.61,Concluída
375,1353,32,13,2024-10-09,816814.91,5.14,Financiamento,24,167473.0,Cancelada
376,1229,25,7,2023-02-09,672541.09,5.93,Leasing,24,67254.11,Concluída
377,554,26,11,2024-10-13,564316.02,7.22,Financiamento,36,113903.76,Concluída
378,641,24,14,2023-02-09,429742.82,6.02,Consórcio,72,0.0,Concluída
379,676,29,8,2023-01-15,680255.43,4.79,Financiamento,12,248441.09,Concluída
380,1132,14,11,2024-04-07,679795.78,2.77,Financiamento,60,211865.12,Concluída
381,478,3,13,2024-10-06,936657.86,5.2,Financiamento,48,199877.96,Concluída
382,514,1,5,2023-12-05,871518.68,12.57,Financiamento,60,304658.04,Concluída
383,377,33,9,2024-04-07,1035464.33,1.76,Financiamento,60,287309.2,Concluída
384,1494,16,1,2023-07-15,1080146.06,9.54,Financiamento,36,288713.31,Concluída
385,1583,3,5,2023-06-02,941696.84,4.69,À vista,1,941696.84,Concluída
386,217,4,4,2023-01-03,826046.13,2.88,Financiamento,60,247022.26,Concluída
387,448,37,12,2024-06-25,596348.75,3.48,À vista,1,596348.75,Concluída
388,546,38,9,2024-12-01,797275.24,10.96,Financiamento,48,168314.76,Concluída
389,1612,30,12,2023-09-21,882341.71,5.52,À vista,1,882341.71,Concluída
390,1318,18,15,2023-08-02,869552.08,4.45,À vista,1,869552.08,Concluída
391,1582,19,6,2024-12-09,1030818.19,8.64,Financiamento,24,375780.08,Concluída
392,1347,19,7,2024-08-13,1121646.63,0.59,Leasing,48,112164.66,Concluída
393,1006,20,9,2023-05-17,1790704.2,3.51,Consórcio,84,0.0,Concluída
394,1403,9,6,2024-08-16,588946.77,1.47,Financiamento,48,196651.18,Concluída
395,1763,31,4,2024-12-28,835337.98,8.0,Leasing,48,83533.8,Concluída
396,539,16,2,2023-07-18,1036682.3,13.18,Financiamento,24,385358.88,Concluída
397,1312,29,4,2023-10-13,697474.37,2.38,Financiamento,48,192144.68,Concluída
398,1831,28,13,2023-03-19,546238.82,5.84,Consórcio,84,0.0,Concluída
399,1794,10,13,2024-11-11,926125.93,2.96,À vista,1,926125.93,Concluída
400,346,6,13,2024-12-13,1055882.69,1.33,Financiamento,12,273610.73,Concluída
401,1166,33,7,2023-08-12,979496.13,7.07,À vista,1,979496.13,Concluída
402,93,18,7,2024-02-03,872828.25,4.09,Financiamento,48,253995.08,Concluída
403,152,34,8,2024-05-21,604831.53,5.87,Financiamento,24,187744.96,Concluída
404,769,15,8,2023-04-18,1288609.44,9.36,Leasing,24,128860.94,Concluída
405,274,26,6,2024-06-22,561092.4,7.75,Financiamento,24,143871.59,Concluída
406,1391,33,7,2024-01-23,1015332.64,3.67,À vista,1,1015332.64,Concluída
407,180,14,12,2024-05-04,675670.72,3.36,Financiamento,36,174868.49,Concluída
408,998,26,5,2024-11-03,568695.27,6.5,Consórcio,84,0.0,Concluída
409,1898,5,7,2024-09-24,1542592.95,1.96,À vista,1,1542592.95,Concluída
410,267,7,8,2023-12-05,2220248.46,4.93,À vista,1,2220248.46,Concluída
411,82,6,3,2023-06-07,967812.2,9.56,Financiamento,12,203689.91,Concluída
412,968,25,6,2023-08-16,680905.85,4.76,Financiamento,48,151368.07,Concluída
413,1678,18,1,2023-12-26,852261.14,6.35,Consórcio,84,0.0,Concluída
414,1418,29,6,2024-09-16,659321.19,7.72,Financiamento,60,201240.41,Concluída
415,974,3,1,2024-06-01,919169.63,6.97,À vista,1,919169.63,Concluída
416,1881,15,6,2023-08-11,1213686.98,14.63,Financiamento,12,262257.64,Concluída
417,1121,15,7,2024-01-26,1362110.22,4.19,Financiamento,12,424142.92,Concluída
418,206,17,3,2024-12-04,1346562.13,1.62,Financiamento,24,428647.33,Concluída
419,321,29,6,2024-08-22,701832.69,1.77,Consórcio,84,0.0,Concluída
420,1019,30,8,2023-03-24,892988.08,4.38,Consórcio,84,0.0,Concluída
421,1666,9,6,2023-12-03,514648.5,13.9,Leasing,24,51464.85,Concluída
422,1356,26,5,2023-12-16,596734.69,1.89,Financiamento,12,197242.89,Concluída
423,356,31,10,2024-03-20,864211.61,4.82,Leasing,24,86421.16,Concluída
424,423,21,9,2023-02-23,482701.17,0.65,Financiamento,24,114674.48,Concluída
425,994,37,15,2023-10-06,599438.0,2.98,Financiamento,12,202007.56,Concluída
426,1076,33,12,2024-06-27,952091.74,9.67,À vista,1,952091.74,Concluída
427,644,13,10,2023-12-15,638002.82,7.65,Financiamento,60,224413.64,Concluída
428,707,37,3,2023-02-27,590540.96,4.42,Financiamento,60,132243.74,Concluída
429,527,16,15,2023-06-27,1068444.28,10.52,Financiamento,12,273677.93,Concluída
430,1582,25,2,2023-02-16,702782.91,1.7,Financiamento,60,239872.47,Concluída
431,366,9,15,2023-11-03,595462.06,0.38,Financiamento,24,162919.9,Concluída
432,1225,33,8,2024-07-11,916676.84,13.03,À vista,1,916676.84,Concluída
433,92,35,12,2024-01-11,735008.29,6.9,À vista,1,735008.29,Concluída
434,1645,26,7,2023-09-22,566201.53,6.91,À vista,1,566201.53,Concluída
435,1914,32,1,2023-09-11,804415.44,6.58,Financiamento,24,241525.21,Concluída
436,1343,28,6,2023-03-19,574084.47,1.04,Consórcio,60,0.0,Concluída
437,1875,15,11,2024-10-03,1366090.92,3.91,Financiamento,12,502671.35,Concluída
438,655,1,9,2024-03-05,995622.62,0.12,Financiamento,48,316736.48,Concluída
439,1365,3,1,2023-04-23,916501.93,7.24,Leasing,36,91650.19,Concluída
440,307,16,11,2023-07-15,1091012.0,8.63,Consórcio,60,0.0,Concluída
441,1709,22,6,2023-05-05,379131.64,3.89,Consórcio,60,0.0,Concluída
442,1797,28,5,2024-09-25,574432.54,0.98,À vista,1,574432.54,Concluída
443,1139,25,3,2023-12-01,623853.89,12.74,Leasing,36,62385.39,Concluída
444,291,5,9,2023-03-01,1377539.91,12.45,Financiamento,12,451545.19,Concluída
445,225,12,10,2023-12-03,347633.8,10.3,Leasing,48,34763.38,Concluída
446,121,32,4,2024-02-14,829903.24,3.62,Consórcio,84,0.0,Concluída
447,224,16,13,2024-11-23,1160983.88,2.77,Financiamento,24,378065.43,Concluída
448,1276,37,2,2023-06-05,579110.74,6.27,À vista,1,579110.74,Concluída
449,1157,9,3,2024-11-17,582371.7,2.57,Financiamento,48,214435.89,Concluída
450,1822,2,12,2024-07-08,1112363.19,5.66,À vista,1,1112363.19,Concluída
451,566,15,3,2023-09-20,1264440.9,11.06,Consórcio,84,0.0,Cancelada
452,1431,12,8,2023-03-20,379800.59,2.0,À vista,1,379800.59,Concluída
453,655,13,1,2023-06-23,666327.8,3.55,Financiamento,48,250522.22,Concluída
454,1241,4,4,2023-12-21,745074.56,12.4,Leasing,36,74507.46,Concluída
455,174,19,7,2024-03-14,1062862.01,5.8,À vista,1,1062862.01,Concluída
456,1268,28,2,2023-04-18,550473.68,5.11,Financiamento,24,216280.95,Concluída
457,1411,4,14,2023-08-04,791769.3,6.91,Financiamento,60,183191.5,Concluída
458,1314,18,9,2023-12-20,853717.22,6.19,À vista,1,853717.22,Concluída
459,1147,12,10,2024-03-28,360810.56,6.9,Financiamento,60,123750.84,Cancelada
460,1690,18,2,2023-08-15,896762.55,1.46,À vista,1,896762.55,Concluída
461,621,36,10,2023-12-09,1325442.54,2.84,Financiamento,12,378726.23,Concluída
462,846,38,11,2023-03-04,853865.3,4.64,Financiamento,24,230424.17,Concluída
463,1699,19,8,2024-06-16,1118374.55,0.88,À vista,1,1118374.55,Concluída
464,171,31,8,2023-04-06,835701.17,7.96,Financiamento,12,277816.07,Concluída
465,551,3,2,2023-12-21,865025.27,12.45,À vista,1,865025.27,Concluída
466,1585,36,4,2024-05-10,1279196.66,6.23,Financiamento,24,464289.17,Concluída
467,1269,10,7,2024-01-09,896349.41,6.08,Financiamento,36,272547.72,Concluída
468,776,18,7,2024-08-02,842341.6,7.44,Financiamento,12,169774.67,Concluída
469,177,11,8,2023-12-18,361535.58,10.51,À vista,1,361535.58,Concluída
470,399,16,11,2023-11-06,1167312.39,2.24,Financiamento,12,403588.62,Concluída
471,209,16,11,2024-04-17,1041816.76,12.75,Leasing,24,104181.68,Concluída
472,576,37,1,2023-05-08,573735.44,7.14,Consórcio,84,0.0,Concluída
473,970,1,4,2024-12-19,934218.58,6.28,Financiamento,60,206208.35,Concluída
474,607,38,6,2024-11-14,856282.92,4.37,Leasing,24,85628.29,Concluída
475,373,31,4,2024-12-08,781131.8,13.97,Financiamento,12,228393.6,Concluída
476,1817,30,12,2024-05-08,918763.52,1.62,Financiamento,12,206525.64,Concluída
477,1887,16,8,2023-02-24,1043846.66,12.58,Leasing,36,104384.67,Concluída
478,1620,6,14,2023-06-13,1042934.29,2.54,À vista,1,1042934.29,Concluída
479,850,30,2,2023-03-03,927635.5,0.67,Leasing,36,92763.55,Concluída
480,63,33,9,2024-11-02,929219.62,11.84,Consórcio,72,0.0,Concluída
481,694,16,13,2023-08-07,1071787.65,10.24,À vista,1,1071787.65,Concluída
482,374,9,5,2024-09-06,566471.99,5.23,Financiamento,48,158704.42,Concluída
483,934,11,11,2024-04-05,396965.99,1.74,Financiamento,48,91116.13,Concluída
484,1675,16,3,2023-04-21,1083131.21,9.29,Consórcio,72,0.0,Concluída
485,837,15,1,2024-03-07,1246527.75,12.32,Consórcio,72,0.0,Concluída
486,169,31,15,2023-02-02,896989.55,1.21,Financiamento,60,310047.98,Concluída
487,487,30,8,2023-11-09,909798.15,2.58,Financiamento,24,277816.5,Concluída
488,1021,10,14,2023-05-28,931470.43,2.4,Financiamento,48,268305.68,Concluída
489,698,23,13,2024-12-14,540311.42,6.49,Financiamento,24,210155.88,Cancelada
490,1678,36,14,2024-02-08,1287108.93,5.65,Financiamento,36,277455.28,Concluída
491,967,34,1,2023-11-26,599048.59,6.77,À vista,1,599048.59,Concluída
492,1402,8,5,2023-08-19,1314059.31,9.05,À vista,1,1314059.31,Concluída
493,1777,26,12,2023-09-03,566809.76,6.81,Financiamento,48,212130.65,Concluída
494,1971,17,12,2024-05-28,1310290.64,4.27,Financiamento,24,403005.95,Concluída
495,265,19,1,2024-10-27,967069.03,14.29,Financiamento,48,280336.3,Concluída
496,1102,34,12,2024-02-01,634067.52,1.32,Financiamento,48,195489.88,Concluída
497,924,5,14,2023-12-08,1557068.52,1.04,Financiamento,36,347703.62,Concluída
498,1097,2,5,2024-11-19,1158348.11,1.76,Leasing,24,115834.81,Concluída
499,301,35,7,2023-06-19,727666.1,7.83,Financiamento,12,255673.43,Concluída
500,1677,5,11,2024-02-02,1551561.51,1.39,Financiamento,12,533397.14,Concluída
501,173,6,6,2024-08-24,926398.75,13.43,À vista,1,926398.75,Concluída
502,797,25,3,2023-10-14,699637.19,2.14,À vista,1,699637.19,Concluída
503,44,29,5,2024-07-16,665822.95,6.81,Financiamento,12,174860.56,Concluída
504,878,23,15,2024-06-16,566486.28,1.96,Financiamento,24,159295.02,Concluída
505,1988,25,2,2023-09-18,673184.53,5.84,Financiamento,12,154945.81,Cancelada
506,389,4,14,2024-08-07,793470.38,6.71,Financiamento,24,185538.92,Concluída
507,75,2,3,2024-05-10,1022397.84,13.29,À vista,1,1022397.84,Concluída
508,647,18,13,2023-11-21,902131.84,0.87,À vista,1,902131.84,Concluída
509,1794,1,7,2023-11-01,965518.69,3.14,Financiamento,48,317447.74,Concluída
510,677,34,12,2024-07-06,596092.87,7.23,Financiamento,48,192482.48,Concluída
511,1739,33,12,2023-10-15,987928.25,6.27,À vista,1,987928.25,Concluída
512,589,13,8,2024-12-25,588330.48,14.84,Leasing,24,58833.05,Concluída
513,15,3,3,2024-09-06,964322.86,2.4,Consórcio,72,0.0,Concluída
514,1612,4,15,2024-03-23,792364.68,6.84,À vista,1,792364.68,Concluída
515,268,33,7,2023-07-28,989509.27,6.12,Leasing,48,98950.93,Concluída
516,406,19,13,2023-09-13,1083058.64,4.01,Consórcio,84,0.0,Concluída
517,63,8,9,2024-06-17,1431667.25,0.91,Financiamento,12,336321.0,Concluída
518,1037,24,3,2024-11-14,425078.66,7.04,Consórcio,72,0.0,Concluída
519,215,35,2,2023-12-26,768561.3,2.65,Financiamento,12,201760.53,Concluída
520,1896,32,1,2024-06-24,857457.61,0.42,Financiamento,12,180506.57,Concluída
521,1905,31,12,2024-11-02,893720.84,1.57,Financiamento,12,297769.34,Concluída
522,1050,13,14,2024-01-12,662597.19,4.09,Consórcio,72,0.0,Concluída
523,1373,18,1,2023-08-12,874648.35,3.89,Financiamento,36,235896.24,Concluída
524,849,24,2,2023-02-21,431709.08,5.59,Consórcio,84,0.0,Cancelada
525,1941,22,10,2023-07-18,376883.13,4.46,Financiamento,24,100470.4,Concluída
526,2,38,7,2023-10-11,894069.32,0.15,Consórcio,60,0.0,Cancelada
527,930,7,2,2023-12-21,2013100.0,13.8,Financiamento,48,580885.7,Concluída
528,233,28,8,2023-01-25,570139.67,1.72,À vista,1,570139.67,Concluída
529,235,19,14,2023-08-11,1017955.53,9.78,Financiamento,36,287560.02,Concluída
530,349,33,13,2024-09-17,1022183.74,3.02,À vista,1,1022183.74,Concluída
531,650,13,8,2024-07-09,662320.85,4.13,Financiamento,12,162465.14,Concluída
532,1389,31,10,2023-01-12,868933.09,4.3,Leasing,36,86893.31,Concluída
533,767,15,5,2024-05-16,1414001.49,0.54,Financiamento,60,518846.39,Concluída
534,538,19,3,2023-04-16,1070195.98,5.15,À vista,1,1070195.98,Cancelada
535,966,31,15,2024-08-15,852498.72,6.11,À vista,1,852498.72,Concluída
536,636,26,9,2024-07-26,587672.06,3.38,À vista,1,587672.06,Concluída
537,1034,38,13,2023-12-07,868012.82,3.06,Financiamento,48,253096.91,Concluída
538,761,8,1,2023-11-03,1435568.25,0.64,Leasing,36,143556.83,Concluída
539,269,15,13,2023-05-10,1279937.2,9.97,À vista,1,1279937.2,Concluída
540,967,31,1,2023-07-04,852861.91,6.07,Consórcio,60,0.0,Concluída
541,801,37,15,2024-05-04,597522.67,3.29,À vista,1,597522.67,Concluída
542,1221,36,12,2023-02-16,1299795.86,4.72,Financiamento,24,282684.67,Concluída
543,1020,38,13,2023-01-17,843836.68,5.76,Financiamento,12,255608.75,Concluída
544,1821,17,9,2024-09-14,1268954.82,7.29,À vista,1,1268954.82,Concluída
545,1233,33,9,2023-08-16,985398.61,6.51,À vista,1,985398.61,Concluída
546,945,29,15,2024-12-14,615666.53,13.83,Consórcio,72,0.0,Concluída
547,34,8,12,2023-12-10,1328940.9,8.02,Financiamento,24,270821.44,Concluída
548,655,33,3,2023-09-01,924687.35,12.27,Leasing,24,92468.74,Concluída
549,1616,31,13,2024-08-14,863848.42,4.86,Financiamento,60,263596.82,Concluída
550,1060,29,14,2024-05-21,665108.47,6.91,Financiamento,36,217508.7,Concluída
551,1304,15,15,2024-04-19,1290457.62,9.23,À vista,1,1290457.62,Concluída
552,299,23,8,2024-09-15,559957.01,3.09,Financiamento,36,178991.29,Concluída
553,957,4,15,2023-10-26,833360.79,2.02,Leasing,36,83336.08,Concluída
554,175,8,8,2023-06-26,1349746.24,6.58,Financiamento,36,498983.17,Concluída
555,1231,2,1,2023-11-16,1038197.79,11.95,À vista,1,1038197.79,Concluída
556,318,29,12,2024-05-10,665108.47,6.91,Financiamento,12,146126.64,Concluída
557,1917,18,7,2023-06-12,878925.58,3.42,Leasing,36,87892.56,Concluída
558,655,20,10,2024-11-06,1600665.74,13.75,Financiamento,60,619801.99,Concluída
559,1989,26,7,2023-07-23,607804.48,0.07,Financiamento,60,229642.65,Concluída
560,1848,24,13,2024-09-06,435275.79,4.81,Financiamento,24,112896.06,Concluída
561,1873,2,14,2023-05-06,1085479.71,7.94,Financiamento,24,405994.44,Concluída
562,1816,5,14,2023-12-02,1374235.7,12.66,Consórcio,72,0.0,Concluída
563,1724,12,5,2023-01-15,370693.12,4.35,À vista,1,370693.12,Concluída
564,1772,18,12,2024-05-12,903769.93,0.69,À vista,1,903769.93,Concluída
565,942,5,9,2023-06-07,1569970.67,0.22,À vista,1,1569970.67,Concluída
566,1687,29,12,2023-07-22,674539.6,5.59,À vista,1,674539.6,Concluída
567,1982,6,1,2024-10-12,966849.1,9.65,Financiamento,24,244705.99,Concluída
568,1033,16,13,2024-03-15,1147132.79,3.93,À vista,1,1147132.79,Concluída
569,1582,6,12,2023-12-18,927682.88,13.31,Leasing,36,92768.29,Concluída
570,1030,25,1,2023-07-01,682121.24,4.59,Consórcio,72,0.0,Concluída
571,1386,37,9,2024-11-25,591838.45,4.21,Consórcio,60,0.0,Concluída
572,1071,20,6,2024-09-11,1638153.8,11.73,À vista,1,1638153.8,Concluída
573,318,37,15,2023-07-01,577689.68,6.5,Financiamento,60,120142.95,Concluída
574,281,37,4,2024-05-21,590602.75,4.41,Financiamento,36,203374.42,Concluída
575,1413,33,9,2024-12-10,988139.05,6.25,Financiamento,60,224272.33,Concluída
576,1875,32,10,2023-04-26,817245.45,5.09,À vista,1,817245.45,Concluída
577,195,13,3,2024-05-11,667778.59,3.34,Financiamento,12,211877.49,Concluída
578,133,16,1,2024-04-02,1074056.36,10.05,Financiamento,24,381658.79,Concluída
579,413,32,12,2023-02-10,825167.33,4.17,Financiamento,12,239191.22,Concluída
580,586,16,3,2024-04-20,1064145.67,10.88,À vista,1,1064145.67,Concluída
581,123,3,5,2023-12-15,912945.01,7.6,Consórcio,72,0.0,Concluída
582,1551,26,2,2023-12-11,547042.28,10.06,Leasing,24,54704.23,Concluída
583,311,13,6,2023-10-19,670887.43,2.89,À vista,1,670887.43,Concluída
584,1748,1,14,2023-08-26,981966.2,1.49,Consórcio,72,0.0,Concluída
585,1640,37,5,2023-11-01,605925.43,1.93,Consórcio,60,0.0,Concluída
586,1583,19,12,2024-06-22,1053948.41,6.59,À vista,1,1053948.41,Concluída
587,977,32,2,2023-03-17,805965.38,6.4,À vista,1,805965.38,Concluída
588,1189,35,7,2024-06-07,731692.46,7.32,Financiamento,48,177247.86,Concluída
589,1293,17,4,2024-01-20,1178207.65,13.92,Financiamento,60,269397.83,Concluída
590,347,8,7,2023-11-22,1404649.21,2.78,Financiamento,36,303056.13,Concluída
591,1208,34,10,2024-02-05,628477.34,2.19,À vista,1,628477.34,Concluída
592,1151,14,13,2024-07-12,684620.0,2.08,À vista,1,684620.0,Concluída
593,539,4,1,2024-12-12,840420.28,1.19,Financiamento,12,219215.69,Concluída
594,1555,13,7,2024-06-12,663564.38,3.95,Consórcio,72,0.0,Concluída
595,965,13,6,2024-09-15,663633.47,3.94,Financiamento,60,171946.81,Concluída
596,1292,38,6,2023-10-07,848403.29,5.25,À vista,1,848403.29,Concluída
597,1205,16,13,2024-05-24,1029995.57,13.74,À vista,1,1029995.57,Concluída
598,193,17,14,2024-07-26,1217079.74,11.08,Financiamento,48,325167.54,Concluída
599,1918,25,5,2024-09-06,693989.19,2.93,Financiamento,48,166323.41,Concluída
600,1230,33,13,2024-03-05,1002262.85,4.91,Financiamento,60,341957.3,Concluída
601,230,37,7,2023-07-05,609200.03,1.4,À vista,1,609200.03,Concluída
602,543,14,8,2023-11-10,686018.32,1.88,Financiamento,48,142049.23,Concluída
603,626,37,11,2024-05-03,577380.76,6.55,Financiamento,60,125981.65,Concluída
604,1097,1,12,2024-12-03,885673.5,11.15,À vista,1,885673.5,Concluída
605,485,38,14,2023-05-14,846522.92,5.46,À vista,1,846522.92,Concluída
606,884,35,12,2024-02-14,750797.94,4.9,Leasing,24,75079.79,Concluída
607,925,10,15,2024-11-23,882320.09,7.55,Leasing,48,88232.01,Concluída
608,1116,38,6,2023-06-07,853686.22,4.66,Financiamento,24,217508.15,Concluída
609,1281,10,5,2024-12-10,906656.67,5.0,À vista,1,906656.67,Concluída
610,1629,35,13,2024-03-02,740139.93,6.25,À vista,1,740139.93,Concluída
611,1932,19,9,2024-09-27,998323.04,11.52,Financiamento,60,268093.3,Concluída
612,941,25,5,2024-06-16,687697.75,3.81,Financiamento,60,271416.23,Concluída
613,1885,38,11,2024-05-08,841060.9,6.07,À vista,1,841060.9,Concluída
614,276,37,9,2023-01-26,572932.24,7.27,Financiamento,12,182300.72,Concluída
615,968,19,4,2023-10-09,1066134.09,5.51,À vista,1,1066134.09,Concluída
616,353,15,1,2024-06-21,1266289.08,10.93,Consórcio,84,0.0,Concluída
617,1855,11,1,2024-03-04,396198.4,1.93,Consórcio,84,0.0,Concluída
618,732,36,15,2024-04-14,1307980.97,4.12,Leasing,24,130798.1,Concluída
619,1917,6,2,2024-11-23,1016502.45,5.01,Financiamento,24,234992.63,Concluída
620,1120,38,8,2023-07-04,835688.43,6.67,Financiamento,36,275388.72,Concluída
621,1829,6,3,2024-09-03,1035550.5,3.23,À vista,1,1035550.5,Concluída
622,977,3,12,2024-04-19,928753.58,6.0,Financiamento,48,360211.97,Concluída
623,1350,1,13,2024-11-28,917372.34,7.97,Financiamento,36,321551.43,Concluída
624,17,26,12,2024-07-23,605979.79,0.37,Financiamento,12,199720.97,Concluída
625,1109,29,5,2024-10-17,688829.17,3.59,Consórcio,84,0.0,Concluída
626,282,8,1,2023-11-28,1354080.68,6.28,Financiamento,36,516163.17,Concluída
627,1982,31,8,2023-11-19,882461.93,2.81,Consórcio,60,0.0,Concluída
628,554,29,4,2023-08-11,693473.29,2.94,Leasing,36,69347.33,Concluída
629,1211,10,9,2023-11-12,938341.93,1.68,Financiamento,24,370964.75,Concluída
630,232,1,4,2023-06-09,920960.89,7.61,Financiamento,36,240451.46,Concluída
631,1015,18,3,2024-05-21,891484.26,2.04,Consórcio,72,0.0,Concluída
632,681,2,6,2023-01-10,1125451.21,4.55,Financiamento,36,403218.78,Concluída
633,1166,25,2,2023-06-17,685266.96,4.15,Leasing,24,68526.7,Concluída
634,1934,29,2,2023-12-25,691901.43,3.16,À vista,1,691901.43,Concluída
635,720,14,4,2023-09-20,696785.43,0.34,Financiamento,24,241695.22,Cancelada
636,173,20,12,2024-04-28,1816500.44,2.12,À vista,1,1816500.44,Concluída
637,143,6,8,2024-12-27,962140.59,10.09,Consórcio,84,0.0,Concluída
638,915,21,4,2024-05-09,457242.15,5.89,Financiamento,36,147562.26,Concluída
639,636,20,3,2023-12-18,1800911.35,2.96,Financiamento,60,382110.45,Concluída
640,838,13,7,2024-06-27,670818.34,2.9,Financiamento,24,149658.16,Concluída
641,217,19,14,2023-08-05,1118036.06,0.91,À vista,1,1118036.06,Concluída
642,1502,20,15,2024-01-12,1821882.39,1.83,Consórcio,72,0.0,Concluída
643,1456,5,11,2024-04-11,1465966.8,6.83,Financiamento,24,400841.99,Concluída
644,571,26,9,2023-12-07,584630.91,3.88,À vista,1,584630.91,Concluída
645,621,1,9,2023-07-17,972695.79,2.42,Financiamento,24,197477.25,Concluída
646,1260,27,8,2023-03-26,500494.83,5.12,Leasing,48,50049.48,Concluída
647,617,19,12,2023-11-14,970002.62,14.03,Consórcio,72,0.0,Concluída
648,425,36,9,2023-03-04,1207031.25,11.52,Leasing,24,120703.12,Concluída
649,813,7,12,2023-03-16,2214410.0,5.18,Consórcio,72,0.0,Concluída
650,1136,10,4,2024-11-23,912573.8,4.38,Leasing,36,91257.38,Concluída
651,1203,19,14,2023-03-27,1047178.59,7.19,Leasing,36,104717.86,Concluída
652,2000,30,4,2024-06-06,887291.34,4.99,Financiamento,36,235748.82,Concluída
653,313,36,9,2023-11-24,1161603.88,14.85,Financiamento,12,460505.24,Concluída
654,498,6,8,2023-06-05,1028166.7,3.92,Leasing,48,102816.67,Concluída
655,54,7,12,2023-11-23,2162564.5,7.4,Financiamento,24,528731.81,Concluída
656,1122,18,10,2024-03-05,855810.33,5.96,Consórcio,60,0.0,Concluída
657,1732,25,1,2023-12-03,665534.7,6.91,À vista,1,665534.7,Concluída
658,491,17,14,2024-02-23,1217079.74,11.08,Financiamento,12,441194.36,Concluída
